"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001400","GISAHAUS","PUBLISHED","2002","WPR","AUS","SA_TOTAL","9.84","9.84000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2005","EMR","OMN","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHDOM","PUBLISHED","2011","AMR","DOM","SA_OTHER_ALCOHOL","0.07","0.07000","","",""
"SA_0000001400","GISAHAZE","PUBLISHED","2006","EUR","AZE","SA_SPIRITS","0.47","0.47000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2005","AFR","CAF","SA_OTHER_ALCOHOL","1.23","1.23000","","",""
"SA_0000001400","GISAHSRB","PUBLISHED","2007","EUR","SRB","SA_WINE","3.38","3.38000","","",""
"SA_0000001400","GISAHTZA","PUBLISHED","2001","AFR","TZA","SA_SPIRITS","0.09","0.09000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2009","EUR","DEU","SA_WINE","3.01","3.01000","","",""
"SA_0000001400","GISAHAZE","PUBLISHED","2011","EUR","AZE","SA_BEER","0.16","0.16000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2000","AFR","CAF","SA_TOTAL","1.51","1.51000","","",""
"SA_0000001400","GISAHJPN","PUBLISHED","2004","WPR","JPN","SA_TOTAL","7.70","7.70000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2011","AMR","GTM","SA_BEER","0.91","0.91000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2001","AMR","PAN","SA_SPIRITS","1.93","1.93000","","",""
"SA_0000001400","GISAHPER","PUBLISHED","2006","AMR","PER","SA_SPIRITS","1.73","1.73000","","",""
"SA_0000001400","GISAHMNE","PUBLISHED","2008","EUR","MNE","SA_WINE","2.93","2.93000","","",""
"SA_0000001400","GISAHMDV","PUBLISHED","2007","SEAR","MDV","SA_SPIRITS","0.85","0.85000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2013","SEAR","NPL","SA_BEER","0.15","0.15000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2007","WPR","KHM","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHMKD","PUBLISHED","2000","EUR","MKD","SA_SPIRITS","1.65","1.65000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2004","EUR","HRV","SA_SPIRITS","1.31","1.31000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2011","WPR","PNG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2005","EUR","GEO","SA_WINE","2.01","2.01000","","",""
"SA_0000001400","GISAHTLS","PUBLISHED","2004","SEAR","TLS","SA_BEER","0.35","0.35000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2006","EUR","ISR","SA_OTHER_ALCOHOL","0.05","0.05000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2007","SEAR","THA","SA_TOTAL","6.20","6.20000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2006","WPR","PNG","SA_TOTAL","0.64","0.64000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2007","AFR","COG","SA_TOTAL","2.75","2.75000","","",""
"SA_0000001400","GISAHRWA","PUBLISHED","2010","AFR","RWA","SA_TOTAL","7.92","7.92000","","",""
"SA_0000001400","GISAHBRA","PUBLISHED","2012","AMR","BRA","SA_WINE","0.33","0.33000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2004","EUR","CZE","SA_WINE","1.91","1.91000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2008","EUR","PRT","SA_TOTAL","12.35","12.35000","","",""
"SA_0000001400","GISAHBIH","PUBLISHED","2014","EUR","BIH","SA_SPIRITS","0.54","0.54000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2013","AFR","TCD","SA_TOTAL","0.64","0.64000","","",""
"SA_0000001400","GISAHLCA","PUBLISHED","2004","AMR","LCA","SA_BEER","3.39","3.39000","","",""
"SA_0000001400","","PUBLISHED","2001","EUR","MCO","SA_WINE","No data","","","",""
"SA_0000001400","GISAHSWZ","PUBLISHED","2011","AFR","SWZ","SA_OTHER_ALCOHOL","3.34","3.34000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2003","AMR","CRI","SA_BEER","2.24","2.24000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2003","WPR","KHM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNGA","PUBLISHED","2001","AFR","NGA","SA_BEER","0.45","0.45000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2013","EUR","FIN","SA_TOTAL","8.97","8.97000","","",""
"SA_0000001400","GISAHCPV","PUBLISHED","2010","AFR","CPV","SA_SPIRITS","0.61","0.61000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2001","EMR","LBN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHTJK","PUBLISHED","2000","EUR","TJK","SA_TOTAL","0.37","0.37000","","",""
"SA_0000001400","GISAHCOD","PUBLISHED","2011","AFR","COD","SA_TOTAL","1.82","1.82000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2001","AMR","HTI","SA_SPIRITS","6.17","6.17000","","",""
"SA_0000001400","GISAHNER","PUBLISHED","2001","AFR","NER","SA_BEER","0.06","0.06000","","",""
"SA_0000001400","GISAHMAR","PUBLISHED","2001","EMR","MAR","SA_BEER","0.23","0.23000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2001","EMR","ARE","SA_SPIRITS","1.10","1.10000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2014","WPR","FSM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2001","EUR","ROU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLSO","PUBLISHED","2010","AFR","LSO","SA_TOTAL","0.86","0.86000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2013","EUR","ALB","SA_OTHER_ALCOHOL","0.08","0.08000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2007","EUR","NOR","SA_WINE","2.11","2.11000","","",""
"SA_0000001400","GISAHSWE","PUBLISHED","2014","EUR","SWE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHIRN","PUBLISHED","2011","EMR","IRN","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2002","AMR","URY","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","","PUBLISHED","2003","WPR","MHL","SA_WINE","No data","","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2006","EMR","TUN","SA_WINE","0.51","0.51000","","",""
"SA_0000001400","GISAHBWA","PUBLISHED","2000","AFR","BWA","SA_TOTAL","5.37","5.37000","","",""
"SA_0000001400","GISAHMEX","PUBLISHED","2010","AMR","MEX","SA_WINE","0.12","0.12000","","",""
"SA_0000001400","GISAHIRL","PUBLISHED","2005","EUR","IRL","SA_OTHER_ALCOHOL","1.20","1.20000","","",""
"SA_0000001400","GISAHBEN","PUBLISHED","2007","AFR","BEN","SA_WINE","0.17","0.17000","","",""
"SA_0000001400","GISAHPHL","PUBLISHED","2009","WPR","PHL","SA_TOTAL","4.42","4.42000","","",""
"SA_0000001400","GISAHMAR","PUBLISHED","2009","EMR","MAR","SA_TOTAL","0.62","0.62000","","",""
"SA_0000001400","GISAHNLD","PUBLISHED","2001","EUR","NLD","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2013","EUR","ROU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNIU","PUBLISHED","2008","WPR","NIU","SA_TOTAL","7.02","7.02000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2010","EUR","MLT","SA_TOTAL","7.91","7.91000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2007","AMR","CRI","SA_BEER","2.40","2.40000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2001","EMR","TUN","SA_TOTAL","1.19","1.19000","","",""
"SA_0000001400","GISAHDJI","PUBLISHED","2011","EMR","DJI","SA_SPIRITS","0.19","0.19000","","",""
"SA_0000001400","GISAHBWA","PUBLISHED","2004","AFR","BWA","SA_TOTAL","4.90","4.90000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2004","SEAR","THA","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2001","AFR","MUS","SA_TOTAL","4.38","4.38000","","",""
"SA_0000001400","GISAHGUY","PUBLISHED","2004","AMR","GUY","SA_BEER","1.33","1.33000","","",""
"SA_0000001400","GISAHCOD","PUBLISHED","2003","AFR","COD","SA_BEER","0.27","0.27000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2011","EMR","BHR","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHZMB","PUBLISHED","2004","AFR","ZMB","SA_OTHER_ALCOHOL","1.68","1.68000","","",""
"SA_0000001400","GISAHBEL","PUBLISHED","2002","EUR","BEL","SA_WINE","4.26","4.26000","","",""
"SA_0000001400","GISAHSYC","PUBLISHED","2004","AFR","SYC","SA_SPIRITS","1.54","1.54000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2013","WPR","SGP","SA_WINE","0.28","0.28000","","",""
"SA_0000001400","GISAHCOM","PUBLISHED","2005","AFR","COM","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHVCT","PUBLISHED","2005","AMR","VCT","SA_SPIRITS","3.32","3.32000","","",""
"SA_0000001400","GISAHQAT","PUBLISHED","2008","EMR","QAT","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHERI","PUBLISHED","2007","AFR","ERI","SA_OTHER_ALCOHOL","0.85","0.85000","","",""
"SA_0000001400","GISAHMLI","PUBLISHED","2002","AFR","MLI","SA_TOTAL","0.53","0.53000","","",""
"SA_0000001400","GISAHMRT","PUBLISHED","2009","AFR","MRT","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2011","AMR","CRI","SA_TOTAL","3.41","3.41000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2004","EUR","SVN","SA_BEER","4.51","4.51000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2004","AFR","GMB","SA_BEER","0.25","0.25000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2004","EMR","ARE","SA_WINE","0.14","0.14000","","",""
"SA_0000001400","GISAHGHA","PUBLISHED","2008","AFR","GHA","SA_BEER","0.48","0.48000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2014","AMR","HND","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHVEN","PUBLISHED","2004","AMR","VEN","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2004","EUR","ARM","SA_TOTAL","3.81","3.81000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2004","WPR","COK","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2001","EUR","BGR","SA_BEER","3.22","3.22000","","",""
"SA_0000001400","GISAHGUY","PUBLISHED","2009","AMR","GUY","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHMDG","PUBLISHED","2012","AFR","MDG","SA_WINE","0.10","0.10000","","",""
"SA_0000001400","GISAHMDG","PUBLISHED","2008","AFR","MDG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMNG","PUBLISHED","2008","WPR","MNG","SA_WINE","0.22","0.22000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2013","SEAR","LKA","SA_TOTAL","2.56","2.56000","","",""
"SA_0000001400","GISAHTZA","PUBLISHED","2010","AFR","TZA","SA_BEER","0.67","0.67000","","",""
"SA_0000001400","GISAHCOL","PUBLISHED","2000","AMR","COL","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2012","EUR","CZE","SA_WINE","2.62","2.62000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2005","SEAR","LKA","SA_TOTAL","1.97","1.97000","","",""
"SA_0000001400","GISAHVNM","PUBLISHED","2005","WPR","VNM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHAUS","PUBLISHED","2007","WPR","AUS","SA_WINE","3.70","3.70000","","",""
"SA_0000001400","GISAHKEN","PUBLISHED","2007","AFR","KEN","SA_SPIRITS","0.43","0.43000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2007","EMR","PAK","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2007","EMR","SDN","SA_TOTAL","2.01","2.01000","","",""
"SA_0000001400","GISAHCHL","PUBLISHED","2013","AMR","CHL","SA_WINE","2.65","2.65000","","",""
"SA_0000001400","GISAHZMB","PUBLISHED","2003","AFR","ZMB","SA_BEER","0.47","0.47000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2000","EUR","SVN","SA_TOTAL","11.90","11.90000","","",""
"SA_0000001400","GISAHCOM","PUBLISHED","2010","AFR","COM","SA_SPIRITS","0.08","0.08000","","",""
"SA_0000001400","GISAHQAT","PUBLISHED","2012","EMR","QAT","SA_WINE","0.12","0.12000","","",""
"SA_0000001400","GISAHSVK","PUBLISHED","2011","EUR","SVK","SA_BEER","3.53","3.53000","","",""
"SA_0000001400","GISAHBEL","PUBLISHED","2005","EUR","BEL","SA_TOTAL","12.27","12.27000","","",""
"SA_0000001400","GISAHLCA","PUBLISHED","2003","AMR","LCA","SA_SPIRITS","8.28","8.28000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2010","WPR","SGP","SA_SPIRITS","0.27","0.27000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2011","WPR","KHM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2000","AMR","SUR","SA_WINE","0.05","0.05000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2012","EUR","PRT","SA_BEER","2.81","2.81000","","",""
"SA_0000001400","GISAHMEX","PUBLISHED","2012","AMR","MEX","SA_BEER","4.00","4.00000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2010","EUR","DNK","SA_WINE","4.92","4.92000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2002","AFR","MOZ","SA_SPIRITS","1.57","1.57000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2000","AMR","JAM","SA_WINE","0.10","0.10000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2001","EUR","ISR","SA_BEER","1.05","1.05000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2008","AFR","CAF","SA_TOTAL","1.52","1.52000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2000","WPR","FSM","SA_SPIRITS","0.07","0.07000","","",""
"SA_0000001400","GISAHMMR","PUBLISHED","2003","SEAR","MMR","SA_TOTAL","0.40","0.40000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2005","EMR","SAU","SA_SPIRITS","0.05","0.05000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2005","WPR","FSM","SA_TOTAL","1.90","1.90000","","",""
"SA_0000001400","GISAHNAM","PUBLISHED","2004","AFR","NAM","SA_SPIRITS","0.99","0.99000","","",""
"SA_0000001400","GISAHWSM","PUBLISHED","2003","WPR","WSM","SA_SPIRITS","0.40","0.40000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2014","EMR","BHR","SA_TOTAL","1.57","1.57000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2014","WPR","MYS","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2011","SEAR","IND","SA_TOTAL","3.00","3.00000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2012","EUR","BLR","SA_TOTAL","16.35","16.35000","","",""
"SA_0000001400","GISAHSYR","PUBLISHED","2000","EMR","SYR","SA_SPIRITS","0.89","0.89000","","",""
"SA_0000001400","GISAHCOL","PUBLISHED","2004","AMR","COL","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHCOD","PUBLISHED","2006","AFR","COD","SA_SPIRITS","0.04","0.04000","","",""
"SA_0000001400","GISAHTGO","PUBLISHED","2008","AFR","TGO","SA_OTHER_ALCOHOL","0.29","0.29000","","",""
"SA_0000001400","GISAHIDN","PUBLISHED","2011","SEAR","IDN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHAGO","PUBLISHED","2003","AFR","AGO","SA_BEER","1.57","1.57000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2000","AMR","HTI","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHGHA","PUBLISHED","2004","AFR","GHA","SA_BEER","0.42","0.42000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2004","EMR","KWT","SA_TOTAL","0.02","0.02000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2006","AFR","MOZ","SA_SPIRITS","0.58","0.58000","","",""
"SA_0000001400","GISAHPER","PUBLISHED","2007","AMR","PER","SA_BEER","2.36","2.36000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2000","AFR","GMB","SA_BEER","0.20","0.20000","","",""
"SA_0000001400","GISAHPER","PUBLISHED","2011","AMR","PER","SA_TOTAL","4.83","4.83000","","",""
"SA_0000001400","GISAHGIN","PUBLISHED","2007","AFR","GIN","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHKIR","PUBLISHED","2007","WPR","KIR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2005","AMR","URY","SA_TOTAL","6.35","6.35000","","",""
"SA_0000001400","GISAHERI","PUBLISHED","2002","AFR","ERI","SA_BEER","0.43","0.43000","","",""
"SA_0000001400","GISAHTJK","PUBLISHED","2001","EUR","TJK","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHDOM","PUBLISHED","2002","AMR","DOM","SA_TOTAL","6.43","6.43000","","",""
"SA_0000001400","GISAHKGZ","PUBLISHED","2006","EUR","KGZ","SA_TOTAL","2.48","2.48000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2009","AFR","CAF","SA_OTHER_ALCOHOL","1.21","1.21000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2000","SEAR","LKA","SA_SPIRITS","1.34","1.34000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2014","EUR","GEO","SA_SPIRITS","2.11","2.11000","","",""
"SA_0000001400","GISAHCHE","PUBLISHED","2002","EUR","CHE","SA_SPIRITS","1.93","1.93000","","",""
"SA_0000001400","GISAHEST","PUBLISHED","2003","EUR","EST","SA_TOTAL","11.64","11.64000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2006","EUR","MLT","SA_TOTAL","8.84","8.84000","","",""
"SA_0000001400","GISAHUKR","PUBLISHED","2008","EUR","UKR","SA_TOTAL","9.46","9.46000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2003","WPR","BRN","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2014","EMR","TUN","SA_WINE","0.38","0.38000","","",""
"SA_0000001400","GISAHGIN","PUBLISHED","2004","AFR","GIN","SA_BEER","0.16","0.16000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2000","EUR","ALB","SA_BEER","1.26","1.26000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2001","AMR","CAN","SA_WINE","1.40","1.40000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2005","EUR","DNK","SA_TOTAL","11.28","11.28000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2004","EMR","SDN","SA_OTHER_ALCOHOL","1.32","1.32000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2003","EMR","KWT","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHSMR","PUBLISHED","2007","EUR","SMR","SA_TOTAL","No data","","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2006","AMR","CRI","SA_SPIRITS","1.62","1.62000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2008","WPR","COK","SA_WINE","1.29","1.29000","","",""
"SA_0000001400","GISAHBOL","PUBLISHED","2014","AMR","BOL","SA_TOTAL","3.62","3.62000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2009","EMR","ARE","SA_SPIRITS","1.41","1.41000","","",""
"SA_0000001400","GISAHRUS","PUBLISHED","2007","EUR","RUS","SA_WINE","1.17","1.17000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2002","EMR","BHR","SA_TOTAL","1.99","1.99000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2006","AMR","HND","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2008","EMR","YEM","SA_BEER","0.04","0.04000","","",""
"SA_0000001400","GISAHFJI","PUBLISHED","2010","WPR","FJI","SA_TOTAL","2.25","2.25000","","",""
"SA_0000001400","GISAHTTO","PUBLISHED","2013","AMR","TTO","SA_OTHER_ALCOHOL","0.11","0.11000","","",""
"SA_0000001400","GISAHNLD","PUBLISHED","2013","EUR","NLD","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2013","EUR","BGR","SA_BEER","4.27","4.27000","","",""
"SA_0000001400","GISAHUGA","PUBLISHED","2008","AFR","UGA","SA_BEER","0.53","0.53000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2002","AMR","GTM","SA_SPIRITS","1.38","1.38000","","",""
"SA_0000001400","GISAHCIV","PUBLISHED","2012","AFR","CIV","SA_SPIRITS","0.05","0.05000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2008","AMR","CUB","SA_TOTAL","4.26","4.26000","","",""
"SA_0000001400","GISAHKEN","PUBLISHED","2008","AFR","KEN","SA_TOTAL","1.71","1.71000","","",""
"SA_0000001400","GISAHLUX","PUBLISHED","2008","EUR","LUX","SA_WINE","4.92","4.92000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2002","EMR","SAU","SA_TOTAL","0.05","0.05000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2005","EMR","SOM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMLI","PUBLISHED","2010","AFR","MLI","SA_TOTAL","0.60","0.60000","","",""
"SA_0000001400","GISAHPRK","PUBLISHED","2006","SEAR","PRK","SA_BEER","0.19","0.19000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2000","EMR","SDN","SA_OTHER_ALCOHOL","1.50","1.50000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2004","EUR","ALB","SA_TOTAL","4.54","4.54000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2005","AFR","MUS","SA_BEER","1.96","1.96000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2003","AFR","MOZ","SA_BEER","0.45","0.45000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2007","EUR","HRV","SA_WINE","5.79","5.79000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2012","EUR","HRV","SA_SPIRITS","1.24","1.24000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2000","EMR","ARE","SA_WINE","0.07","0.07000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2006","EUR","DEU","SA_SPIRITS","2.21","2.21000","","",""
"SA_0000001400","GISAHAND","PUBLISHED","2010","EUR","AND","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2010","EMR","SAU","SA_TOTAL","0.09","0.09000","","",""
"SA_0000001400","GISAHTJK","PUBLISHED","2009","EUR","TJK","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGHA","PUBLISHED","2007","AFR","GHA","SA_SPIRITS","0.09","0.09000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2011","EUR","DEU","SA_BEER","5.94","5.94000","","",""
"SA_0000001400","GISAHPHL","PUBLISHED","2014","WPR","PHL","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHGNB","PUBLISHED","2005","AFR","GNB","SA_OTHER_ALCOHOL","1.55","1.55000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2003","AMR","NIC","SA_TOTAL","3.77","3.77000","","",""
"SA_0000001400","GISAHLUX","PUBLISHED","2000","EUR","LUX","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSTP","PUBLISHED","2000","AFR","STP","SA_WINE","3.26","3.26000","","",""
"SA_0000001400","GISAHWSM","PUBLISHED","2006","WPR","WSM","SA_WINE","0.09","0.09000","","",""
"SA_0000001400","GISAHAUT","PUBLISHED","2004","EUR","AUT","SA_WINE","3.80","3.80000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2005","SEAR","NPL","SA_BEER","0.08","0.08000","","",""
"SA_0000001400","GISAHCOM","PUBLISHED","2001","AFR","COM","SA_WINE","0.03","0.03000","","",""
"SA_0000001400","GISAHSLV","PUBLISHED","2007","AMR","SLV","SA_BEER","1.09","1.09000","","",""
"SA_0000001400","GISAHVNM","PUBLISHED","2009","WPR","VNM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHECU","PUBLISHED","2003","AMR","ECU","SA_SPIRITS","1.88","1.88000","","",""
"SA_0000001400","GISAHMDV","PUBLISHED","2006","SEAR","MDV","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCYP","PUBLISHED","2010","EUR","CYP","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2001","AMR","JAM","SA_SPIRITS","1.95","1.95000","","",""
"SA_0000001400","GISAHLSO","PUBLISHED","2002","AFR","LSO","SA_TOTAL","0.89","0.89000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2002","AMR","HND","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHPLW","PUBLISHED","2003","WPR","PLW","SA_SPIRITS","1.84","1.84000","","",""
"SA_0000001400","GISAHCMR","PUBLISHED","2001","AFR","CMR","SA_WINE","0.09","0.09000","","",""
"SA_0000001400","GISAHISL","PUBLISHED","2004","EUR","ISL","SA_BEER","3.49","3.49000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2008","AMR","NIC","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2004","WPR","NZL","SA_TOTAL","9.15","9.15000","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2008","EUR","HUN","SA_TOTAL","11.64","11.64000","","",""
"SA_0000001400","GISAHSRB","PUBLISHED","2011","EUR","SRB","SA_OTHER_ALCOHOL","0.20","0.20000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2007","AMR","USA","SA_WINE","1.44","1.44000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2009","SEAR","NPL","SA_TOTAL","0.22","0.22000","","",""
"SA_0000001400","GISAHZWE","PUBLISHED","2005","AFR","ZWE","SA_TOTAL","4.14","4.14000","","",""
