"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001400","GISAHBLR","PUBLISHED","2010","EUR","BLR","SA_SPIRITS","6.73","6.73000","","",""
"SA_0000001400","GISAHDZA","PUBLISHED","2008","AFR","DZA","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHTGO","PUBLISHED","2010","AFR","TGO","SA_TOTAL","1.21","1.21000","","",""
"SA_0000001400","GISAHBRB","PUBLISHED","2004","AMR","BRB","SA_OTHER_ALCOHOL","0.22","0.22000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2000","EMR","TUN","SA_TOTAL","1.21","1.21000","","",""
"SA_0000001400","GISAHBWA","PUBLISHED","2003","AFR","BWA","SA_TOTAL","5.51","5.51000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2002","EUR","BLR","SA_SPIRITS","4.75","4.75000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2013","EUR","ISR","SA_WINE","0.13","0.13000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2010","EUR","DEU","SA_BEER","6.01","6.01000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2011","AFR","GMB","SA_TOTAL","3.41","3.41000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2006","EMR","PAK","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2006","EMR","SDN","SA_TOTAL","1.90","1.90000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2003","EUR","CZE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHKEN","PUBLISHED","2006","AFR","KEN","SA_SPIRITS","0.44","0.44000","","",""
"SA_0000001400","GISAHCOL","PUBLISHED","2007","AMR","COL","SA_WINE","0.04","0.04000","","",""
"SA_0000001400","GISAHKIR","PUBLISHED","2006","WPR","KIR","SA_WINE","0.10","0.10000","","",""
"SA_0000001400","GISAHMKD","PUBLISHED","2011","EUR","MKD","SA_SPIRITS","0.34","0.34000","","",""
"SA_0000001400","GISAHNRU","PUBLISHED","2010","WPR","NRU","SA_BEER","0.94","0.94000","","",""
"SA_0000001400","GISAHIRQ","PUBLISHED","2002","EMR","IRQ","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHDJI","PUBLISHED","2011","EMR","DJI","SA_TOTAL","0.39","0.39000","","",""
"SA_0000001400","GISAHMMR","PUBLISHED","2003","SEAR","MMR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2004","AFR","BDI","SA_BEER","1.19","1.19000","","",""
"SA_0000001400","GISAHNAM","PUBLISHED","2006","AFR","NAM","SA_WINE","0.24","0.24000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2004","AFR","GNQ","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2010","WPR","BRN","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2008","AFR","GNQ","SA_WINE","4.31","4.31000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2000","AMR","HTI","SA_SPIRITS","4.75","4.75000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2008","AFR","BDI","SA_TOTAL","4.33","4.33000","","",""
"SA_0000001400","GISAHBFA","PUBLISHED","2003","AFR","BFA","SA_SPIRITS","0.21","0.21000","","",""
"SA_0000001400","","PUBLISHED","2005","EUR","SMR","SA_OTHER_ALCOHOL","No data","","","",""
"SA_0000001400","GISAHNRU","PUBLISHED","2002","WPR","NRU","SA_BEER","0.91","0.91000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2007","EMR","SOM","SA_TOTAL","0.00","0.00000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2011","EMR","SDN","SA_OTHER_ALCOHOL","1.68","1.68000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2000","WPR","FSM","SA_BEER","2.14","2.14000","","",""
"SA_0000001400","GISAHVUT","PUBLISHED","2001","WPR","VUT","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2001","AMR","PAN","SA_BEER","3.37","3.37000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2006","EUR","GRC","SA_WINE","4.74","4.74000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2009","EMR","TUN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBHS","PUBLISHED","2003","AMR","BHS","SA_WINE","1.56","1.56000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2009","AFR","MUS","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","","PUBLISHED","2005","WPR","MHL","SA_TOTAL","No data","","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2006","EUR","HUN","SA_SPIRITS","4.25","4.25000","","",""
"SA_0000001400","GISAHIRN","PUBLISHED","2005","EMR","IRN","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHLBR","PUBLISHED","2005","AFR","LBR","SA_OTHER_ALCOHOL","3.89","3.89000","","",""
"SA_0000001400","GISAHNLD","PUBLISHED","2004","EUR","NLD","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHKOR","PUBLISHED","2008","WPR","KOR","SA_SPIRITS","0.33","0.33000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2007","AFR","COG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2014","EUR","HRV","SA_WINE","6.25","6.25000","","",""
"SA_0000001400","GISAHJPN","PUBLISHED","2003","WPR","JPN","SA_TOTAL","7.83","7.83000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2005","EUR","GEO","SA_SPIRITS","1.91","1.91000","","",""
"SA_0000001400","GISAHBLZ","PUBLISHED","2004","AMR","BLZ","SA_BEER","3.98","3.98000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2005","AMR","HTI","SA_BEER","0.01","0.01000","","",""
"SA_0000001400","GISAHSVK","PUBLISHED","2001","EUR","SVK","SA_SPIRITS","4.56","4.56000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2010","AFR","MOZ","SA_BEER","0.61","0.61000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2003","EMR","SDN","SA_OTHER_ALCOHOL","1.43","1.43000","","",""
"SA_0000001400","","PUBLISHED","2003","EUR","SMR","SA_SPIRITS","No data","","","",""
"SA_0000001400","GISAHVNM","PUBLISHED","2004","WPR","VNM","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2008","EMR","ARE","SA_SPIRITS","1.47","1.47000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2005","AMR","CRI","SA_SPIRITS","1.61","1.61000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2012","EUR","ALB","SA_OTHER_ALCOHOL","0.09","0.09000","","",""
"SA_0000001400","GISAHBRA","PUBLISHED","2002","AMR","BRA","SA_TOTAL","7.00","7.00000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2004","AMR","CAN","SA_SPIRITS","2.10","2.10000","","",""
"SA_0000001400","GISAHNAM","PUBLISHED","2003","AFR","NAM","SA_SPIRITS","0.82","0.82000","","",""
"SA_0000001400","GISAHRWA","PUBLISHED","2005","AFR","RWA","SA_BEER","0.54","0.54000","","",""
"SA_0000001400","GISAHCHN","PUBLISHED","2001","WPR","CHN","SA_WINE","0.14","0.14000","","",""
"SA_0000001400","GISAHCOL","PUBLISHED","2003","AMR","COL","SA_OTHER_ALCOHOL","0.02","0.02000","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2011","EUR","HUN","SA_BEER","4.05","4.05000","","",""
"SA_0000001400","GISAHTUV","PUBLISHED","2004","WPR","TUV","SA_SPIRITS","1.75","1.75000","","",""
"SA_0000001400","GISAHSMR","PUBLISHED","2004","EUR","SMR","SA_SPIRITS","No data","","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2010","SEAR","IND","SA_TOTAL","2.77","2.77000","","",""
"SA_0000001400","GISAHAGO","PUBLISHED","2011","AFR","AGO","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2010","AFR","COG","SA_BEER","2.90","2.90000","","",""
"SA_0000001400","GISAHMDA","PUBLISHED","2013","EUR","MDA","SA_TOTAL","10.49","10.49000","","",""
"SA_0000001400","GISAHAFG","PUBLISHED","2011","EMR","AFG","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHPHL","PUBLISHED","2000","WPR","PHL","SA_TOTAL","4.73","4.73000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2008","EUR","ROU","SA_WINE","3.50","3.50000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2003","AMR","JAM","SA_WINE","0.09","0.09000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2012","EUR","NOR","SA_BEER","2.67","2.67000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2002","AMR","GTM","SA_BEER","1.00","1.00000","","",""
"SA_0000001400","GISAHIRL","PUBLISHED","2009","EUR","IRL","SA_SPIRITS","2.01","2.01000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2000","EUR","ROU","SA_WINE","3.47","3.47000","","",""
"SA_0000001400","GISAHZWE","PUBLISHED","2009","AFR","ZWE","SA_OTHER_ALCOHOL","3.11","3.11000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2011","AFR","CAF","SA_TOTAL","1.66","1.66000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2008","EUR","GEO","SA_WINE","3.98","3.98000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2010","AMR","GTM","SA_BEER","0.87","0.87000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2012","AMR","PAN","SA_SPIRITS","1.70","1.70000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2007","EUR","SVN","SA_BEER","5.70","5.70000","","",""
"SA_0000001400","GISAHLSO","PUBLISHED","2001","AFR","LSO","SA_TOTAL","2.86","2.86000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2008","EUR","DEU","SA_WINE","3.13","3.13000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2001","EUR","ITA","SA_TOTAL","9.69","9.69000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2004","EUR","BGR","SA_BEER","3.52","3.52000","","",""
"SA_0000001400","GISAHPRY","PUBLISHED","2012","AMR","PRY","SA_TOTAL","5.36","5.36000","","",""
"SA_0000001400","GISAHVEN","PUBLISHED","2006","AMR","VEN","SA_BEER","6.35","6.35000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2004","WPR","SGP","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHTLS","PUBLISHED","2003","SEAR","TLS","SA_BEER","0.37","0.37000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2007","WPR","BRN","SA_BEER","0.76","0.76000","","",""
"SA_0000001400","GISAHGUY","PUBLISHED","2012","AMR","GUY","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHIRN","PUBLISHED","2002","EMR","IRN","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHMKD","PUBLISHED","2008","EUR","MKD","SA_BEER","0.88","0.88000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2011","EUR","SVN","SA_TOTAL","10.61","10.61000","","",""
"SA_0000001400","GISAHATG","PUBLISHED","2008","AMR","ATG","SA_TOTAL","8.27","8.27000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2001","EMR","PAK","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2011","AMR","SUR","SA_WINE","0.16","0.16000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2004","AFR","MUS","SA_TOTAL","4.16","4.16000","","",""
"SA_0000001400","GISAHETH","PUBLISHED","2005","AFR","ETH","SA_SPIRITS","0.05","0.05000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2011","EUR","CZE","SA_WINE","2.56","2.56000","","",""
"SA_0000001400","GISAHTLS","PUBLISHED","2006","SEAR","TLS","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2003","AMR","JAM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2007","AFR","GMB","SA_TOTAL","2.64","2.64000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2011","EUR","NOR","SA_SPIRITS","1.18","1.18000","","",""
"SA_0000001400","GISAHSDN","PUBLISHED","2006","EMR","SDN","SA_BEER","0.01","0.01000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2013","EUR","ISR","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHMDA","PUBLISHED","2014","EUR","MDA","SA_OTHER_ALCOHOL","0.22","0.22000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2006","EUR","NOR","SA_WINE","2.05","2.05000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2014","EUR","LTU","SA_WINE","1.50","1.50000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2003","SEAR","LKA","SA_SPIRITS","1.53","1.53000","","",""
"SA_0000001400","GISAHAFG","PUBLISHED","2000","EMR","AFG","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHTUR","PUBLISHED","2006","EUR","TUR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2005","AMR","ARG","SA_SPIRITS","0.32","0.32000","","",""
"SA_0000001400","GISAHBOL","PUBLISHED","2005","AMR","BOL","SA_TOTAL","2.86","2.86000","","",""
"SA_0000001400","GISAHMWI","PUBLISHED","2000","AFR","MWI","SA_TOTAL","1.18","1.18000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2008","AFR","MUS","SA_BEER","1.57","1.57000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2012","EMR","OMN","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2013","WPR","FSM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSWE","PUBLISHED","2013","EUR","SWE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHKGZ","PUBLISHED","2002","EUR","KGZ","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHNER","PUBLISHED","2000","AFR","NER","SA_BEER","0.06","0.06000","","",""
"SA_0000001400","GISAHGRD","PUBLISHED","2013","AMR","GRD","SA_BEER","3.58","3.58000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2005","WPR","KHM","SA_TOTAL","1.99","1.99000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2004","WPR","NZL","SA_OTHER_ALCOHOL","0.70","0.70000","","",""
"SA_0000001400","GISAHEGY","PUBLISHED","2008","EMR","EGY","SA_BEER","0.12","0.12000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2001","EUR","BLR","SA_WINE","0.37","0.37000","","",""
"SA_0000001400","GISAHKOR","PUBLISHED","2005","WPR","KOR","SA_BEER","1.89","1.89000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2003","EUR","SVN","SA_TOTAL","11.58","11.58000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2008","EUR","DNK","SA_TOTAL","10.70","10.70000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2006","AMR","USA","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBHS","PUBLISHED","2011","AMR","BHS","SA_WINE","1.54","1.54000","","",""
"SA_0000001400","GISAHCYP","PUBLISHED","2001","EUR","CYP","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBEN","PUBLISHED","2002","AFR","BEN","SA_OTHER_ALCOHOL","0.38","0.38000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2007","EUR","CZE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHTKM","PUBLISHED","2001","EUR","TKM","SA_SPIRITS","1.28","1.28000","","",""
"SA_0000001400","GISAHBOL","PUBLISHED","2010","AMR","BOL","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2011","WPR","COK","SA_WINE","0.84","0.84000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2005","AMR","GTM","SA_SPIRITS","1.19","1.19000","","",""
"SA_0000001400","GISAHAZE","PUBLISHED","2005","EUR","AZE","SA_SPIRITS","0.40","0.40000","","",""
"SA_0000001400","GISAHCMR","PUBLISHED","2009","AFR","CMR","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHVEN","PUBLISHED","2002","AMR","VEN","SA_TOTAL","6.89","6.89000","","",""
"SA_0000001400","GISAHCOD","PUBLISHED","2002","AFR","COD","SA_BEER","0.27","0.27000","","",""
"SA_0000001400","GISAHFRA","PUBLISHED","2007","EUR","FRA","SA_OTHER_ALCOHOL","0.20","0.20000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2008","EMR","SOM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2011","EMR","KWT","SA_BEER","0.01","0.01000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2011","EMR","LBN","SA_TOTAL","1.57","1.57000","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2011","EUR","HUN","SA_TOTAL","11.51","11.51000","","",""
"SA_0000001400","GISAHHRV","PUBLISHED","2006","EUR","HRV","SA_WINE","5.19","5.19000","","",""
"SA_0000001400","GISAHGRD","PUBLISHED","2005","AMR","GRD","SA_BEER","3.87","3.87000","","",""
"SA_0000001400","GISAHKAZ","PUBLISHED","2009","EUR","KAZ","SA_TOTAL","6.64","6.64000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2011","SEAR","THA","SA_WINE","0.03","0.03000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2002","EMR","YEM","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2002","AMR","USA","SA_WINE","1.25","1.25000","","",""
"SA_0000001400","GISAHCHE","PUBLISHED","2006","EUR","CHE","SA_TOTAL","10.24","10.24000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2002","AFR","COG","SA_BEER","1.75","1.75000","","",""
"SA_0000001400","GISAHNAM","PUBLISHED","2010","AFR","NAM","SA_WINE","0.06","0.06000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2011","EMR","SOM","SA_TOTAL","0.00","0.00000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2011","AMR","NIC","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHRUS","PUBLISHED","2006","EUR","RUS","SA_WINE","1.00","1.00000","","",""
"SA_0000001400","GISAHCOM","PUBLISHED","2001","AFR","COM","SA_SPIRITS","0.04","0.04000","","",""
"SA_0000001400","GISAHSRB","PUBLISHED","2000","EUR","SRB","SA_WINE","1.38","1.38000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2003","EMR","LBN","SA_TOTAL","2.19","2.19000","","",""
"SA_0000001400","GISAHMDV","PUBLISHED","2006","SEAR","MDV","SA_SPIRITS","0.79","0.79000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2003","EUR","PRT","SA_BEER","3.57","3.57000","","",""
"SA_0000001400","GISAHIRL","PUBLISHED","2012","EUR","IRL","SA_OTHER_ALCOHOL","0.89","0.89000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2010","WPR","PNG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHTON","PUBLISHED","2011","WPR","TON","SA_BEER","0.53","0.53000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2003","EUR","GRC","SA_SPIRITS","2.62","2.62000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2004","EMR","OMN","SA_WINE","0.01","0.01000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2004","AFR","TCD","SA_BEER","0.23","0.23000","","",""
"SA_0000001400","GISAHWSM","PUBLISHED","2009","WPR","WSM","SA_WINE","0.06","0.06000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2006","AFR","COG","SA_TOTAL","2.25","2.25000","","",""
"SA_0000001400","GISAHKHM","PUBLISHED","2002","WPR","KHM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGNQ","PUBLISHED","2000","AFR","GNQ","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMHL","PUBLISHED","2010","WPR","MHL","SA_SPIRITS","No data","","","",""
"SA_0000001400","GISAHNER","PUBLISHED","2003","AFR","NER","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2000","WPR","MYS","SA_TOTAL","0.54","0.54000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2014","EUR","NOR","SA_WINE","2.25","2.25000","","",""
"SA_0000001400","GISAHFRA","PUBLISHED","2006","EUR","FRA","SA_TOTAL","12.40","12.40000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2012","AFR","TCD","SA_TOTAL","0.62","0.62000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2004","SEAR","LKA","SA_TOTAL","1.56","1.56000","","",""
"SA_0000001400","GISAHFRA","PUBLISHED","2002","EUR","FRA","SA_BEER","2.25","2.25000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2011","EMR","YEM","SA_BEER","0.03","0.03000","","",""
"SA_0000001400","GISAHSLE","PUBLISHED","2006","AFR","SLE","SA_TOTAL","3.80","3.80000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2013","AMR","CAN","SA_BEER","3.90","3.90000","","",""
"SA_0000001400","GISAHBIH","PUBLISHED","2013","EUR","BIH","SA_SPIRITS","0.55","0.55000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2006","WPR","COK","SA_TOTAL","6.33","6.33000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2009","AMR","CRI","SA_SPIRITS","1.42","1.42000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2012","SEAR","NPL","SA_TOTAL","0.26","0.26000","","",""
"SA_0000001400","GISAHBGD","PUBLISHED","2009","SEAR","BGD","SA_SPIRITS","0.00","0.00000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2001","AMR","GTM","SA_SPIRITS","1.44","1.44000","","",""
"SA_0000001400","GISAHMLI","PUBLISHED","2005","AFR","MLI","SA_BEER","0.07","0.07000","","",""
"SA_0000001400","GISAHKNA","PUBLISHED","2003","AMR","KNA","SA_SPIRITS","5.15","5.15000","","",""
"SA_0000001400","GISAHUZB","PUBLISHED","2008","EUR","UZB","SA_SPIRITS","1.84","1.84000","","",""
"SA_0000001400","GISAHCIV","PUBLISHED","2011","AFR","CIV","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHSVK","PUBLISHED","2010","EUR","SVK","SA_BEER","3.42","3.42000","","",""
"SA_0000001400","GISAHCIV","PUBLISHED","2006","AFR","CIV","SA_WINE","0.20","0.20000","","",""
"SA_0000001400","GISAHNOR","PUBLISHED","2008","EUR","NOR","SA_BEER","3.06","3.06000","","",""
"SA_0000001400","GISAHCOD","PUBLISHED","2010","AFR","COD","SA_TOTAL","1.81","1.81000","","",""
"SA_0000001400","GISAHSYC","PUBLISHED","2011","AFR","SYC","SA_SPIRITS","2.11","2.11000","","",""
"SA_0000001400","GISAHPRY","PUBLISHED","2013","AMR","PRY","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBEL","PUBLISHED","2009","EUR","BEL","SA_WINE","3.66","3.66000","","",""
"SA_0000001400","GISAHMUS","PUBLISHED","2004","AFR","MUS","SA_BEER","1.99","1.99000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2005","EMR","BHR","SA_TOTAL","2.05","2.05000","","",""
"SA_0000001400","GISAHMMR","PUBLISHED","2002","SEAR","MMR","SA_TOTAL","0.41","0.41000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2004","EMR","SAU","SA_SPIRITS","0.06","0.06000","","",""
"SA_0000001400","GISAHIRQ","PUBLISHED","2007","EMR","IRQ","SA_BEER","0.11","0.11000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2001","EUR","LVA","SA_SPIRITS","3.04","3.04000","","",""
"SA_0000001400","GISAHTTO","PUBLISHED","2011","AMR","TTO","SA_BEER","3.51","3.51000","","",""
"SA_0000001400","GISAHEST","PUBLISHED","2007","EUR","EST","SA_WINE","1.44","1.44000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2010","EUR","LTU","SA_WINE","1.00","1.00000","","",""
"SA_0000001400","GISAHSYC","PUBLISHED","2003","AFR","SYC","SA_SPIRITS","0.83","0.83000","","",""
"SA_0000001400","GISAHCHN","PUBLISHED","2001","WPR","CHN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCPV","PUBLISHED","2000","AFR","CPV","SA_WINE","0.95","0.95000","","",""
"SA_0000001400","GISAHUKR","PUBLISHED","2008","EUR","UKR","SA_OTHER_ALCOHOL","0.27","0.27000","","",""
"SA_0000001400","GISAHAND","PUBLISHED","2005","EUR","AND","SA_WINE","5.42","5.42000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2014","AMR","NIC","SA_TOTAL","3.55","3.55000","","",""
"SA_0000001400","GISAHVUT","PUBLISHED","2006","WPR","VUT","SA_SPIRITS","0.36","0.36000","","",""
"SA_0000001400","GISAHTCD","PUBLISHED","2007","AFR","TCD","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHBRB","PUBLISHED","2005","AMR","BRB","SA_SPIRITS","3.81","3.81000","","",""
"SA_0000001400","GISAHMEX","PUBLISHED","2014","AMR","MEX","SA_SPIRITS","1.12","1.12000","","",""
"SA_0000001400","GISAHAUT","PUBLISHED","2012","EUR","AUT","SA_SPIRITS","1.70","1.70000","","",""
"SA_0000001400","GISAHPLW","PUBLISHED","2003","WPR","PLW","SA_WINE","0.27","0.27000","","",""
"SA_0000001400","GISAHIDN","PUBLISHED","2001","SEAR","IDN","SA_BEER","0.06","0.06000","","",""
"SA_0000001400","GISAHBHR","PUBLISHED","2002","EMR","BHR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2005","EUR","DNK","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2013","AMR","PAN","SA_BEER","5.11","5.11000","","",""
"SA_0000001400","GISAHERI","PUBLISHED","2009","AFR","ERI","SA_TOTAL","0.63","0.63000","","",""
"SA_0000001400","GISAHSEN","PUBLISHED","2002","AFR","SEN","SA_TOTAL","0.36","0.36000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2010","AMR","CRI","SA_TOTAL","3.58","3.58000","","",""
"SA_0000001400","GISAHLBN","PUBLISHED","2008","EMR","LBN","SA_WINE","0.42","0.42000","","",""
